cur_glucose_levels,glucose_levels_lag_1,glucose_levels_lag_2,glucose_levels_lag_3,glucose_levels_lag_4,glucose_levels_lag_5,glucose_mean_levels_lag_1_2,glucose_mean_levels_lag_1_3,glucose_mean_levels_lag_1_4,rolling_mean_2,rolling_mean_3,rolling_mean_5,rolling_mean_10,rolling_std_1,rolling_std_2,rolling_std_3,rolling_std_5,rolling_std_10,rolling_max_2,rolling_min_2,rolling_max_3,rolling_min_3,rolling_max_5,rolling_min_5,rolling_max_10,rolling_min_10,diff_1,diff_4,minute_of_day,hour_of_day,hour_sin,hour_cos,day_period_afternoon,day_period_evening,day_period_morning,day_period_night,day_of_week_0
149.0238317350325,149.02362315783333,149.02341685053443,149.023213213802,149.02301265945482,149.02281560873232,149.02352000418387,149.02341818581766,149.02331790864406,149.02372744643293,149.02362391446675,149.0234195233314,149.02292903128415,,0.0001474863530516838,0.00020744328436480292,0.0003238419663168245,0.0005936722332058423,149.0238317350325,149.02362315783333,149.0238317350325,149.02341685053443,149.0238317350325,149.02301265945482,149.0238317350325,149.0220710727753,0.00020857719917444228,0.0008190755776809056,205,3,0.7071067811865476,0.7071067811865476,False,False,False,True,True
149.02404219406384,149.0238317350325,149.02362315783333,149.02341685053443,149.023213213802,149.02301265945482,149.02372744643293,149.02362429278347,149.02352247441723,149.02393696454817,149.0238323623099,149.02362543025325,149.023126143413,,0.00014881700935455886,0.00020951881991266064,0.0003277524986063576,0.0006042927125604502,149.02404219406384,149.0238317350325,149.02404219406384,149.02362315783333,149.02404219406384,149.023213213802,149.02404219406384,149.02224978678686,0.00021045903133654065,0.000828980261843526,210,3,0.7071067811865476,0.7071067811865476,False,False,False,True,True
149.02425416063934,149.02404219406384,149.0238317350325,149.02362315783333,149.02341685053443,149.023213213802,149.02393696454817,149.0238326759486,149.02372952229913,149.0241481773516,149.02404269657856,149.0238336196207,149.02332658079825,,0.00014988300404163217,0.00021121325216367408,0.00033104087118151934,0.0006136591177100914,149.02425416063934,149.02404219406384,149.02425416063934,149.0238317350325,149.02425416063934,149.02341685053443,149.02425416063934,149.02243373763764,0.0002119665755060396,0.0008373101049130582,215,3,0.7071067811865476,0.7071067811865476,False,False,False,True,True
149.02446727519344,149.02425416063934,149.02404219406384,149.0238317350325,149.02362315783333,149.02341685053443,149.0241481773516,149.02404294783594,149.02393865923634,149.0243607179164,149.02425454329887,149.0240437045525,149.02352993455384,,0.00015069474744398034,0.00021254082354145803,0.00033372771626179605,0.0006217971185225446,149.02446727519344,149.02425416063934,149.02446727519344,149.02404219406384,149.02446727519344,149.02362315783333,149.02446727519344,149.02262249025245,0.00021311455410000235,0.0008441173601170249,220,3,0.7071067811865476,0.7071067811865476,False,False,False,True,True
149.02468119360742,149.02446727519344,149.02425416063934,149.02404219406384,149.0238317350325,149.02362315783333,149.0243607179164,149.02425473462864,149.02414950511297,149.02457423440043,149.02446754314676,149.0242553117073,149.02373580488933,,0.00015126316215954643,0.00021351661050102283,0.00033583536396108657,0.0006287378191798348,149.02468119360742,149.02446727519344,149.02468119360742,149.02425416063934,149.02468119360742,149.0238317350325,149.02468119360742,149.02281560873232,0.00021391841397644384,0.0008494585749190264,225,3,0.7071067811865476,0.7071067811865476,False,False,False,True,True
149.02489558773885,149.02468119360742,149.02446727519344,149.02425416063934,149.02404219406384,149.0238317350325,149.02457423440043,149.02446767712337,149.02436169383563,149.02478839067314,149.0246813521799,149.02446808224857,149.02394380279,,0.0001515995451164393,0.0002141563170679826,0.0003373874804031519,0.0006345168968312012,149.02489558773885,149.02468119360742,149.02489558773885,149.02446727519344,149.02489558773885,149.02404219406384,149.02489558773885,149.02301265945482,0.00021439413143298225,0.000853393675015468,230,3,0.7071067811865476,0.7071067811865476,False,False,False,True,True
149.02511014577553,149.02489558773885,149.02468119360742,149.02446727519344,149.02425416063934,149.02404219406384,149.02478839067314,149.02468143146615,149.0245748741891,149.02500286675718,149.02489564237393,149.0246816725909,149.02415355142207,,0.00015171544353297087,0.00021447608957284405,0.000338408740572317,0.0006391738064745032,149.02511014577553,149.02489558773885,149.02511014577553,149.02468119360742,149.02511014577553,149.02425416063934,149.02511014577553,149.023213213802,0.00021455803667436157,0.00085598513618379,235,3,0.7071067811865476,0.7071067811865476,False,False,False,True,True
149.02532457243535,149.02511014577553,149.02489558773885,149.02468119360742,149.02446727519344,149.02425416063934,149.02500286675718,149.0248956696915,149.02478871048447,149.02521735910545,149.02511010198324,149.0248957549501,149.0243646872854,,0.00015162254595082374,0.00021449235185927375,0.00033892453490567395,0.0006427510525423707,149.02532457243535,149.02511014577553,149.02532457243535,149.02489558773885,149.02532457243535,149.02446727519344,149.02532457243535,149.02341685053443,0.00021442665982362996,0.0008572972419074176,240,4,0.8660254037844386,0.5000000000000001,False,False,False,True,True
149.02553858902857,149.02532457243535,149.02511014577553,149.02489558773885,149.02468119360742,149.02446727519344,149.02521735910545,149.0251100800871,149.0250028830214,149.02543158073195,149.02532443574648,149.02511001771717,149.0245768611348,,0.00015133258495460714,0.00021422165944289908,0.0003389607076528079,0.0006452935259926895,149.02553858902857,149.02532457243535,149.02553858902857,149.02511014577553,149.02553858902857,149.02468119360742,149.02553858902857,149.02362315783333,0.0002140165932189575,0.0008573954211499313,245,4,0.8660254037844386,0.5000000000000001,False,False,False,True,True
149.02575193340158,149.02553858902857,149.02532457243535,149.02511014577553,149.02489558773885,149.02468119360742,149.02543158073195,149.02532436740205,149.02521708838373,149.02564526121506,149.02553836495517,149.02532416567598,149.02478973869162,,0.0001508572533666774,0.00021368057140124395,0.00033854332545500253,0.0006468479054353651,149.02575193340158,149.02553858902857,149.02575193340158,149.02532457243535,149.02575193340158,149.02489558773885,149.02575193340158,149.0238317350325,0.00021334437300879472,0.0008563456627257438,250,4,0.8660254037844386,0.5000000000000001,False,False,False,True,True
149.02596435977708,149.02575193340158,149.02553858902857,149.02532457243535,149.02511014577553,149.02489558773885,149.02564526121506,149.02553825291847,149.02543103958857,149.02585814658931,149.0257516274024,149.02553792008362,149.0250030011661,,0.00015020813098285887,0.00021288553932770853,0.0003376984741784633,0.0006474621197024733,149.02596435977708,149.02575193340158,149.02596435977708,149.02553858902857,149.02596435977708,149.02511014577553,149.02596435977708,149.02404219406384,0.00021242637549789833,0.0008542140015492805,255,4,0.8660254037844386,0.5000000000000001,False,False,False,True,True
149.02617563850546,149.02596435977708,149.02575193340158,149.02553858902857,149.02532457243535,149.02511014577553,149.02585814658931,149.02575147440282,149.0256444661062,149.02606999914127,149.02596397722803,149.02575101862962,149.02521634561026,,0.00014939662179888733,0.0002118528110844072,0.0003364520817696708,0.0006471848689352782,149.02617563850546,149.02596435977708,149.02617563850546,149.02575193340158,149.02617563850546,149.02532457243535,149.02617563850546,149.02425416063934,0.00021127872838633266,0.0008510660701119832,260,4,0.8660254037844386,0.5000000000000001,False,False,False,True,True
149.02638555574137,149.02617563850546,149.02596435977708,149.02575193340158,149.02553858902857,149.02532457243535,149.02606999914127,149.02596378595354,149.02585711376702,149.02628059712342,149.02617518467463,149.0259632152908,149.02542948512047,,0.00014843390107423005,0.00021059834896348226,0.00033482976565894177,0.0006460652009821591,149.02638555574137,149.02617563850546,149.02638555574137,149.02596435977708,149.02638555574137,149.02553858902857,149.02638555574137,149.02446727519344,0.00020991723590668698,0.0008469667127997127,265,4,0.8660254037844386,0.5000000000000001,False,False,False,True,True
149.02659391305698,149.02638555574137,149.02617563850546,149.02596435977708,149.02575193340158,149.02553858902857,149.02628059712342,149.02617495775922,149.0260687445715,149.02648973439918,149.02638503576793,149.02617428009648,149.02564214890683,,0.00014733087069649235,0.0002091377606028979,0.00033285670214398935,0.0006441521395946986,149.02659391305698,149.02638555574137,149.02659391305698,149.02617563850546,149.02659391305698,149.02575193340158,149.02659391305698,149.02468119360742,0.0002083573156141938,0.0008419796554051118,270,4,0.8660254037844386,0.5000000000000001,False,False,False,True,True
149.0268005270038,149.02659391305698,149.02638555574137,149.02617563850546,149.02596435977708,149.02575193340158,149.02648973439918,149.02638477578122,149.02627913641703,149.02669722003037,149.02659333193404,149.02638399881693,149.02585408224644,,0.00014609812263468745,0.00020748624157269745,0.0003305575163241883,0.0006414943607559416,149.0268005270038,149.02659391305698,149.0268005270038,149.02638555574137,149.0268005270038,149.02596435977708,149.0268005270038,149.02489558773885,0.00020661394680132616,0.0008361672267085396,275,4,0.8660254037844386,0.5000000000000001,False,False,False,True,True
149.02700522863233,149.0268005270038,149.02659391305698,149.02638555574137,149.02617563850546,149.02596435977708,149.02669722003037,149.02659304137256,149.0264880827546,149.02690287781806,149.02679988956436,149.02659217258798,149.0260650463358,,0.0001447459093162126,0.0002056585285602464,0.00032795619046964615,0.0006381399136399181,149.02700522863233,149.0268005270038,149.02700522863233,149.02659391305698,149.02700522863233,149.02617563850546,149.02700522863233,149.02511014577553,0.00020470162854735463,0.0008295901268695616,280,4,0.8660254037844386,0.5000000000000001,False,False,False,True,True
149.02720786297914,149.02700522863233,149.0268005270038,149.02659391305698,149.02638555574137,149.02617563850546,149.02690287781806,149.02679957084467,149.02669539218687,149.02710654580574,149.0270045395384,149.0267986174827,149.02627481805615,,0.0001432841202939181,0.00020366886193563108,0.0003250759890233627,0.0006341359824283558,149.02720786297914,149.02700522863233,149.02720786297914,149.0268005270038,149.02720786297914,149.02638555574137,149.02720786297914,149.02532457243535,0.00020263434680600767,0.0008223072377688823,285,4,0.8660254037844386,0.5000000000000001,False,False,False,True,True
149.0274082885287,149.02720786297914,149.02700522863233,149.0268005270038,149.02659391305698,149.02638555574137,149.02710654580574,149.02700419499146,149.02690088801808,149.02730807575392,149.0272071267134,149.0270031640402,149.0264831896655,,0.0001417222647008494,0.00020153095679868575,0.00032193939874164965,0.0006295286856192376,149.0274082885287,149.02720786297914,149.0274082885287,149.02700522863233,149.0274082885287,149.02659391305698,149.0274082885287,149.02553858902857,0.00020042554956489766,0.0008143754717195861,290,4,0.8660254037844386,0.5000000000000001,False,False,False,True,True
149.02760637665762,149.0274082885287,149.02720786297914,149.02700522863233,149.0268005270038,149.02659391305698,149.02730807575392,149.02720675858052,149.02710440776625,149.02750733259316,149.0274075093885,149.02720565676032,149.02668996842843,,0.000140069458619298,0.0001992579815805874,0.00031856808215888004,0.0006243629092481147,149.02760637665762,149.0274082885287,149.02760637665762,149.02720786297914,149.02760637665762,149.0268005270038,149.02760637665762,149.02575193340158,0.00019808812891142225,0.0008058496538296822,295,4,0.8660254037844386,0.5000000000000001,False,False,False,True,True
149.02780201106714,149.02760637665762,149.0274082885287,149.02720786297914,149.02700522863233,149.0268005270038,149.02750733259316,149.02740711981838,149.02730580264497,149.02770419386238,149.02760555875116,149.02740595357298,149.02689497619497,,0.00013833441691138868,0.00019686254333699097,0.000314982843066688,0.000618682170880999,149.02780201106714,149.02760637665762,149.02780201106714,149.0274082885287,149.02780201106714,149.02700522863233,149.02780201106714,149.02596435977708,0.00019563440952197197,0.0007967824348042996,300,5,0.9659258262890683,0.25881904510252074,False,False,False,True,True
149.02799508720952,149.02780201106714,149.02760637665762,149.0274082885287,149.02720786297914,149.02700522863233,149.02770419386238,149.02760514979792,149.02750493702314,149.02789854913834,149.02780115831143,149.02760392528842,149.0270980489382,,0.00013652544878764975,0.00019435667877740296,0.00031120360248143987,0.0006125285112135763,149.02799508720952,149.02780201106714,149.02799508720952,149.02760637665762,149.02799508720952,149.02720786297914,149.02799508720952,149.02617563850546,0.00019307614238073256,0.0007872242303790244,305,5,0.9659258262890683,0.25881904510252074,False,False,False,True,True
149.02818551171293,149.02799508720952,149.02780201106714,149.02760637665762,149.0274082885287,149.02720786297914,149.02789854913834,149.02780073193355,149.02770168786913,149.0280902994612,149.02799420332988,149.02779945503517,149.02729903625897,,0.0001346504568427674,0.0001917518504185315,0.00030724938397350284,0.0006059424103673444,149.02818551171293,149.02799508720952,149.02818551171293,149.02780201106714,149.02818551171293,149.0274082885287,149.02818551171293,149.02638555574137,0.00019042450341544281,0.0007772231842295696,310,5,0.9659258262890683,0.25881904510252074,False,False,False,True,True
149.02837320180905,149.02818551171293,149.02799508720952,149.02780201106714,149.02760637665762,149.0274082885287,149.0280902994612,149.02799376139004,149.02789594418527,149.028279356761,149.0281846002438,149.02799243769124,149.02749780086572,,0.0001327169388435863,0.00018905894721622386,0.0003031383070695854,0.0005989627261499881,149.02837320180905,149.02818551171293,149.02837320180905,149.02799508720952,149.02837320180905,149.02760637665762,149.02837320180905,149.02659391305698,0.0001876900961121919,0.0007668251514303392,315,5,0.9659258262890683,0.25881904510252074,False,False,False,True,True
149.02855808476662,149.02837320180905,149.02818551171293,149.02799508720952,149.02780201106714,149.02760637665762,149.028279356761,149.02818414450928,149.02808760643808,149.02846564328783,149.0283722660962,149.02818277931306,149.0276942180367,,0.00013073199208024462,0.00018628828886572797,0.0002988875876102076,0.00059162665168608,149.02855808476662,149.02837320180905,149.02855808476662,149.02818551171293,149.02855808476662,149.02780201106714,149.02855808476662,149.0268005270038,0.00018488295756924344,0.0007560736994776107,320,5,0.9659258262890683,0.25881904510252074,False,False,False,True,True
149.02874009733435,149.02855808476662,149.02837320180905,149.02818551171293,149.02799508720952,149.02780201106714,149.02846564328783,149.0283717982398,149.02827658598807,149.02864909105048,149.02855712797,149.0283703965665,149.02788817506976,,0.00012870231986726876,0.00018344963342137972,0.0002945135442396657,0.0005839696901309787,149.02874009733435,149.02855808476662,149.02874009733435,149.02837320180905,149.02874009733435,149.02799508720952,149.02874009733435,149.02700522863233,0.00018201256773409114,0.0007450101248309693,325,5,0.9659258262890683,0.25881904510252074,False,False,False,True,True
149.02891918519524,149.02874009733435,149.02855808476662,149.02837320180905,149.02818551171293,149.02799508720952,149.02864909105048,149.0285566495717,149.02846280452366,149.0288296412648,149.02873912243209,149.02855521616362,149.02807957072605,,0.00012663423972387205,0.00018055218766102257,0.0002900316099751815,0.0005760256442813601,149.02891918519524,149.02874009733435,149.02891918519524,149.02855808476662,149.02891918519524,149.02818551171293,149.02891918519524,149.02720786297914,0.00017908786088582929,0.0007336734823013558,330,5,0.9659258262890683,0.25881904510252074,False,False,False,True,True
149.02909530243457,149.02891918519524,149.02874009733435,149.02855808476662,149.02837320180905,149.02818551171293,149.0288296412648,149.02873863498093,149.02864619350214,149.0290072438149,149.02891819498805,149.028737174308,149.02826831467158,,0.0001245336929802898,0.00017760461965809238,0.000285456348196168,0.000567826619040945,149.02909530243457,149.02891918519524,149.02909530243457,149.02874009733435,149.02909530243457,149.02837320180905,149.02909530243457,149.0274082885287,0.0001761172393344168,0.0007221006255235807,335,5,0.9659258262890683,0.25881904510252074,False,False,False,True,True
149.02926841102308,149.02909530243457,149.02891918519524,149.02874009733435,149.02855808476662,149.02837320180905,149.0290072438149,149.02891769988446,149.0288266936006,149.02918185672883,149.02909429955096,149.02891621615078,149.028454326921,,0.0001224062554793788,0.000174615073128211,0.0002808014721484868,0.0005594030349887546,149.02926841102308,149.02909530243457,149.02926841102308,149.02891918519524,149.02926841102308,149.02855808476662,149.02926841102308,149.02760637665762,0.0001731085885126049,0.0007103262564669421,340,5,0.9659258262890683,0.25881904510252074,False,False,False,True,True
149.02943848031677,149.02926841102308,149.02909530243457,149.02891918519524,149.02874009733435,149.02855808476662,149.02918185672883,149.02909379810916,149.02900425417872,149.02935344566993,149.02926739792483,149.0290922952608,149.0286375372869,,0.00012025714939376092,0.00017159118330323865,0.00027607986746007435,0.0005507836513440327,149.02943848031677,149.02926841102308,149.02943848031677,149.02909530243457,149.02943848031677,149.02874009733435,149.02943848031677,149.02780201106714,0.00017006929368790225,0.0006983829824207533,345,5,0.9659258262890683,0.25881904510252074,False,False,False,True,True
149.02960548657433,149.02943848031677,149.02926841102308,149.02909530243457,149.02891918519524,149.02874009733435,149.02935344566993,149.02926689137567,149.029178832756,149.02952198344553,149.02943745930472,149.02926537310879,149.02881788483765,,0.00011809125565593082,0.00016854009416868292,0.0002713036170191873,0.0005419955969194495,149.02960548657433,149.02943848031677,149.02960548657433,149.02926841102308,149.02960548657433,149.02891918519524,149.02960548657433,149.02799508720952,0.00016700625755561305,0.000686301379090537,350,5,0.9659258262890683,0.25881904510252074,False,False,False,True,True
149.02976941249284,149.02960548657433,149.02943848031677,149.02926841102308,149.02909530243457,149.02891918519524,149.02952198344553,149.02943694879872,149.02935039450443,149.02968744953358,149.02960445979465,149.0294354185683,149.02899531736597,,0.00011591312687012936,0.0001654684763211072,0.00026648402770857566,0.0005330644076448481,149.02976941249284,149.02960548657433,149.02976941249284,149.02943848031677,149.02976941249284,149.02909530243457,149.02976941249284,149.02818551171293,0.0001639259185139963,0.0006741100582701165,355,5,0.9659258262890683,0.25881904510252074,False,False,False,True,True
149.02993024676243,149.02976941249284,149.02960548657433,149.02943848031677,149.02926841102308,149.02909530243457,149.02968744953358,149.0296039464048,149.02951891175798,149.02984982962764,149.0297683819432,149.02960240743388,149.02916979087092,,0.00011372700075768264,0.0001623825455856664,0.00026163165864893267,0.0005240140695278417,149.02993024676243,149.02976941249284,149.02993024676243,149.02960548657433,149.02993024676243,149.02926841102308,149.02993024676243,149.02837320180905,0.0001608342695931242,0.0006618357393506358,360,6,1.0,6.123233995736766e-17,False,False,True,False,True
149.0300879836399,149.02993024676243,149.02976941249284,149.02960548657433,149.02943848031677,149.02926841102308,149.02984982962764,149.02976786666838,149.02968436353962,149.03000911520115,149.0299292142984,149.02976632195725,149.02934126905402,,0.00011153681359273883,0.00015928808195156085,0.00025675635035541885,0.0005148670659319948,149.0300879836399,149.02993024676243,149.0300879836399,149.02976941249284,149.0300879836399,149.02943848031677,149.0300879836399,149.02855808476662,0.00015773687746900578,0.0006495033231317393,365,6,1.0,6.123233995736766e-17,False,False,True,False,True
149.03024262254164,149.0300879836399,149.02993024676243,149.02976941249284,149.02960548657433,149.02943848031677,149.03000911520115,149.02992869806639,149.02984673510713,149.03016530309077,149.0300869509813,149.02992715040222,149.0295097228315,,0.00010934621376812933,0.00015619044869563849,0.00025186725456325233,0.000505644428233159,149.03024262254164,149.0300879836399,149.03024262254164,149.02993024676243,149.03024262254164,149.02960548657433,149.03024262254164,149.02874009733435,0.00015463890173350592,0.0006371359673096322,370,6,1.0,6.123233995736766e-17,False,False,True,False,True
149.03039416765594,149.03024262254164,149.0300879836399,149.02993024676243,149.02976941249284,149.02960548657433,149.03016530309077,149.03008643465205,149.03000601751722,149.0303183950988,149.03024159127915,149.03008488661857,149.02967512986365,,0.0001071585754898305,0.00015309461177766265,0.000246972864445694,0.000496365789052434,149.03039416765594,149.03024262254164,149.03039416765594,149.0300879836399,149.03039416765594,149.02976941249284,149.03039416765594,149.02891918519524,0.00015154511430637285,0.0006247551631020087,375,6,1.0,6.123233995736766e-17,False,False,True,False,True
149.03054262757416,149.03039416765594,149.03024262254164,149.0300879836399,149.02993024676243,149.02976941249284,149.0303183950988,149.03024107564792,149.03016220720917,149.03046839761504,149.03039313925726,149.0302395296348,149.02983747410156,,0.00010497701221308747,0.00015000515887793892,0.00024208104488013845,0.00048704943726212395,149.03054262757416,149.03039416765594,149.03054262757416,149.03024262254164,149.03054262757416,149.02993024676243,149.03054262757416,149.02909530243457,0.00014845991822198812,0.0006123808117308727,380,6,1.0,6.123233995736766e-17,False,False,True,False,True
149.03068801494084,149.03054262757416,149.03039416765594,149.03024262254164,149.0300879836399,149.02993024676243,149.03046839761504,149.0303926250579,149.03031530560702,149.0306153212575,149.0305416033903,149.03039108327047,149.0299967453522,,0.00010280439000769686,0.0001469263183386205,0.00023719906265474777,0.00047771237420081187,149.03068801494084,149.03054262757416,149.03068801494084,149.03039416765594,149.03068801494084,149.0300879836399,149.03068801494084,149.02926841102308,0.00014538736667191188,0.0006000313009337788,385,6,1.0,6.123233995736766e-17,False,False,True,False,True
149.0308303461223,149.03068801494084,149.03054262757416,149.03039416765594,149.03024262254164,149.0300879836399,149.0306153212575,149.0305410912984,149.03046531874122,149.03075918053156,149.03068699621244,149.03053955576698,149.0301529388621,,0.00010064334057035831,0.0001438619778749776,0.0002323336163425311,0.0004683703705016284,149.0308303461223,149.03068801494084,149.0308303461223,149.03054262757416,149.0308303461223,149.03024262254164,149.0308303461223,149.02943848031677,0.00014233118145057233,0.0005877235806508452,390,6,1.0,6.123233995736766e-17,False,False,True,False,True
149.03096964089303,149.0308303461223,149.03068801494084,149.03054262757416,149.03039416765594,149.03024262254164,149.03075918053156,149.03068648684823,149.03061225688913,149.03089999350766,149.0308293339854,149.03068495943725,149.03030605491975,,9.849627382474912e-05,0.00014081570274879833,0.00022749086565673673,0.0004590380229784259,149.03096964089303,149.0308303461223,149.03096964089303,149.03068801494084,149.03096964089303,149.03039416765594,149.03096964089303,149.02960548657433,0.00013929477074725582,0.0005754732370917282,395,6,1.0,6.123233995736766e-17,False,False,True,False,True
149.0311059221401,149.03096964089303,149.0308303461223,149.03068801494084,149.03054262757416,149.03039416765594,149.03089999350766,149.03082882791693,149.0307561342336,149.03103778151657,149.03096863638515,149.0308273103341,149.03045609847632,,9.636539065348102e-05,0.00013779075354493014,0.00022267646024557195,0.0004497288113313063,149.0311059221401,149.03096964089303,149.0311059221401,149.0308303461223,149.0311059221401,149.03054262757416,149.0311059221401,149.02976941249284,0.0001362812470802055,0.0005632945659499455,400,6,1.0,6.123233995736766e-17,False,False,True,False,True
149.0312392155838,149.0311059221401,149.03096964089303,149.0308303461223,149.03068801494084,149.03054262757416,149.03103778151657,149.0309681341312,149.03089696854047,149.03117256886196,149.03110492620564,149.030966627936,149.03060307878542,,9.42526944642371e-05,0.00013479010337960165,0.00021789556769466944,0.000440455154115931,149.0312392155838,149.0311059221401,149.0312392155838,149.03096964089303,149.0312392155838,149.03068801494084,149.0312392155838,149.02993024676243,0.00013329344369594764,0.0005512006429739813,405,6,1.0,6.123233995736766e-17,False,False,True,False,True
149.0313695495155,149.0312392155838,149.0311059221401,149.03096964089303,149.0308303461223,149.03068801494084,149.03117256886196,149.03110442823842,149.03103478085305,149.03130438254965,149.0312382290798,149.03110293485096,149.03074700906072,,9.216000328827597e-05,0.0001318164546789469,0.00021315290080547265,0.00043122846386480033,149.0313695495155,149.0312392155838,149.0313695495155,149.0311059221401,149.0313695495155,149.0308303461223,149.0313695495155,149.0300879836399,0.00013033393167916074,0.0005392033932025697,410,6,1.0,6.123233995736766e-17,False,False,True,False,True
149.03149695455068,149.0313695495155,149.0312392155838,149.0311059221401,149.03096964089303,149.0308303461223,149.03130438254965,149.0312377358278,149.03116959520426,149.03143325203308,149.03136857321667,149.0312362565366,149.0308879061518,,9.008896055252182e-05,0.0001288722552982945,0.00020845274398174525,0.0004220592009894593,149.03149695455068,149.0313695495155,149.03149695455068,149.0312392155838,149.03149695455068,149.03096964089303,149.03149695455068,149.03024262254164,0.00012740503518671176,0.0005273136576420256,415,6,1.0,6.123233995736766e-17,False,False,True,False,True
149.0316214633975,149.03149695455068,149.0313695495155,149.0312392155838,149.0311059221401,149.03096964089303,149.03143325203308,149.03136808506724,149.0313014383454,149.0315592089741,149.03149598915456,149.0313666210375,149.03102579023738,,8.80410459621891e-05,0.00012595971388110796,0.00020379897858436202,0.00041295692630094423,149.0316214633975,149.03149695455068,149.0316214633975,149.0313695495155,149.0316214633975,149.0311059221401,149.0316214633975,149.03039416765594,0.00012450884682380092,0.0005155412573856211,420,7,0.9659258262890683,-0.25881904510252063,False,False,True,False,True
149.03174311063987,149.0316214633975,149.03149695455068,149.0313695495155,149.0312392155838,149.0311059221401,149.0315592089741,149.0314955064565,149.03143033949067,149.03168228701867,149.03162050952935,149.03149405873748,149.03116068453576,,8.60175859118324e-05,0.00012308081484691948,0.0001991951075162532,0.0004039303520556502,149.03174311063987,149.0316214633975,149.03174311063987,149.03149695455068,149.03174311063987,149.0312392155838,149.03174311063987,149.03054262757416,0.00012164724236640723,0.0005038950560560806,425,7,0.9659258262890683,-0.25881904510252063,False,False,True,False,True
149.03186193253424,149.03174311063987,149.0316214633975,149.03149695455068,149.0313695495155,149.0312392155838,149.03168228701867,149.03162003259527,149.03155633007768,149.03180252158705,149.03174216885722,149.03161860212754,149.0312926150318,,8.401976306050696e-05,0.000120237332583411,0.0001946442785973936,0.0003949873912999075,149.03186193253424,149.03174311063987,149.03186193253424,149.0316214633975,149.03186193253424,149.0313695495155,149.03186193253424,149.03068801494084,0.00011882189437528723,0.0004923830187522071,430,7,0.9659258262890683,-0.25881904510252063,False,False,True,False,True
149.03197796681974,149.03186193253424,149.03174311063987,149.0316214633975,149.03149695455068,149.0313695495155,149.03180252158705,149.03174169796586,149.03167944354246,149.031919949677,149.03186100333127,149.03174028558843,149.03142161021967,,8.204862581857362e-05,0.00011743084493516115,0.00019014930710515267,0.00038613520543105223,149.03197796681974,149.03186193253424,149.03197796681974,149.03174311063987,149.03197796681974,149.03149695455068,149.03197796681974,149.0308303461223,0.00011603428549733508,0.00048101226906283046,435,7,0.9659258262890683,-0.25881904510252063,False,False,True,False,True
149.03209125254108,149.03197796681974,149.03186193253424,149.03174311063987,149.0316214633975,149.03149695455068,149.031919949677,149.0318605387298,149.0317997151086,149.0320346096804,149.0319770506317,149.0318591451865,149.03154770086158,,8.010509736034107e-05,0.0001146627462664575,0.0001857126972282175,0.0003773802500231349,149.03209125254108,149.03197796681974,149.03209125254108,149.03186193253424,149.03209125254108,149.0316214633975,149.03209125254108,149.03096964089303,0.00011328572134061687,0.0004697891435796464,440,7,0.9659258262890683,-0.25881904510252063,False,False,True,False,True
149.03220182988318,149.03209125254108,149.03197796681974,149.03186193253424,149.03174311063987,149.0316214633975,149.0320346096804,149.03197659253766,149.03191718159047,149.03214654121211,149.032090349748,149.03197521848364,149.03167091976056,,7.818998393446699e-05,0.00011193425968669424,0.00018133666249516497,0.0003687283186907387,149.03220182988318,149.03209125254108,149.03220182988318,149.03197796681974,149.03220182988318,149.03174311063987,149.03220182988318,149.0311059221401,0.00011057734209884984,0.000458719243312089,445,7,0.9659258262890683,-0.25881904510252063,False,False,True,False,True
149.03230974001755,149.03220182988318,149.03209125254108,149.03197796681974,149.03186193253424,149.03174311063987,149.03214654121211,149.03208989835144,149.0320318812087,149.03225578495037,149.03220094081394,149.03208854435917,149.0317913015483,,7.63039832052676e-05,0.00010924644880723392,0.00017702314528838622,0.0003601845851668448,149.03230974001755,149.03220182988318,149.03230974001755,149.03209125254108,149.03230974001755,149.03186193253424,149.03230974001755,149.0312392155838,0.00010791013437483343,0.0004478074833116352,450,7,0.9659258262890683,-0.25881904510252063,False,False,True,False,True
149.03241502495888,149.03230974001755,149.03220182988318,149.03209125254108,149.03197796681974,149.03186193253424,149.03225578495037,149.0322004962793,149.03214385341863,149.0323623824882,149.0323088649532,149.03219916284408,149.03190888248582,,7.444769135661547e-05,0.00010660022871168795,0.00017277383529339983,0.000351753643371719,149.03241502495888,149.03230974001755,149.03241502495888,149.03220182988318,149.03241502495888,149.03197796681974,149.03241502495888,149.0313695495155,0.00010528494132699961,0.00043705813914129976,455,7,0.9659258262890683,-0.25881904510252063,False,False,True,False,True
149.03251772743243,149.03241502495888,149.03230974001755,149.03220182988318,149.03209125254108,149.03197796681974,149.0323623824882,149.03230842742101,149.03225313874998,149.03246637619566,149.0324141641363,149.0323071149666,149.0320237002775,,7.262161079745594e-05,0.00010399637646107301,0.0001685901870054049,0.00034343954569722137,149.03251772743243,149.03241502495888,149.03251772743243,149.03230974001755,149.03251772743243,149.03209125254108,149.03251772743243,149.03149695455068,0.00010270247355492756,0.00042647489135561045,460,7,0.9659258262890683,-0.25881904510252063,False,False,True,False,True
