BG,CHO,INS
149.0200005567888,7.579542009525639,5.435594975055313
149.02001512837222,0.0,0.01393558889998341
149.02008888838327,0.0,0.01393558889998341
149.02028091370585,0.0,0.01393558889998341
149.02063874025208,0.0,0.01393558889998341
149.0211812890849,0.0,0.01393558889998341
149.0218881643736,0.0,0.01393558889998341
149.02269350662684,0.0,0.01393558889998341
149.02348314494301,0.0,0.01393558889998341
149.02409415134596,0.0,0.01393558889998341
149.02431614060373,0.0,0.01393558889998341
149.0238938234534,0.0,0.01393558889998341
149.02253043889323,0.0,0.01393558889998341
149.01989177768615,0.0,0.01393558889998341
149.01561057448689,0.0,0.01393558889998341
149.00929109628666,0.0,0.01393558889998341
149.0005137942052,0.0,0.01393558889998341
148.9888399167606,0.0,0.01393558889998341
148.9738160075063,0.0,0.01393558889998341
148.95497822969983,0.0,0.01393558889998341
148.93185647648627,0.0,0.01393558889998341
148.90397823770914,0.0,0.01393558889998341
148.87087220452491,0.0,0.01393558889998341
148.83207160096802,0.0,0.01393558889998341
148.7871172378917,0.0,0.01393558889998341
148.73556028960598,0.0,0.01393558889998341
148.6769647973118,0.0,0.01393558889998341
148.610909906297,0.0,0.01393558889998341
148.53699184599316,0.0,0.01393558889998341
148.4548256635321,0.0,0.01393558889998341
148.36404672250518,0.0,0.01393558889998341
148.26431197931424,0.0,0.01393558889998341
148.1553010498868,0.0,0.01393558889998341
148.0367170796755,0.0,0.01393558889998341
147.90828742982563,0.0,0.01393558889998341
147.76976419221535,0.0,0.01393558889998341
147.62092454578806,0.0,0.01393558889998341
147.46157096623043,0.0,0.01393558889998341
147.29153130062898,0.0,0.01393558889998341
147.11065871827483,0.0,0.01393558889998341
146.9188315483018,0.0,0.01393558889998341
146.715953014342,0.0,0.01393558889998341
146.50195087587875,0.0,0.01393558889998341
146.27677698547285,0.0,0.01393558889998341
146.0404067705418,0.0,0.01393558889998341
145.79283864788633,0.0,0.01393558889998341
145.5340933786849,0.0,0.01393558889998341
145.2642133712205,0.0,0.01393558889998341
144.98326193816317,0.0,0.01393558889998341
144.69132251480747,0.0,0.01393558889998341
144.38849784425946,0.0,0.01393558889998341
144.07490913517876,0.0,0.01393558889998341
143.7506951973103,0.0,0.01393558889998341
143.41601155968783,0.0,0.01393558889998341
143.07102957605267,0.0,0.01393558889998341
142.71593552171117,0.0,0.01393558889998341
142.35092968574835,0.0,0.01393558889998341
141.97622546222357,0.0,0.01393558889998341
141.592048443698,0.0,0.01393558889998341
141.19863552017952,0.0,0.01393558889998341
140.79623398632,0.0,0.01393558889998341
140.3851006594614,0.0,0.01393558889998341
139.9655010108996,0.0,0.01393558889998341
139.53770831251933,0.0,0.01393558889998341
139.10200280074773,0.0,0.01393558889998341
138.65867085957842,0.0,0.01393558889998341
138.2080042242323,0.0,0.01393558889998341
137.75029920684426,0.0,0.01393558889998341
137.2858559453973,0.0,0.01393558889998341
136.81497767696567,0.0,0.01393558889998341
136.33797003617826,0.0,0.01393558889998341
135.85514037966865,0.0,0.01393558889998341
135.36679713714375,0.0,0.01393558889998341
134.873249189574,0.0,0.01393558889998341
134.3748052748868,0.0,0.01393558889998341
133.87177342143048,0.0,0.01393558889998341
133.36446040936931,0.0,0.01393558889998341
132.85317126006808,0.0,0.01393558889998341
132.33820875343127,0.0,0.01393558889998341
131.81987297307265,0.0,0.01393558889998341
131.29846087910997,0.0,0.01393558889998341
130.77426590830243,0.0,0.01393558889998341
130.24757760117825,0.0,0.01393558889998341
129.7186812557356,0.0,0.01393558889998341
129.18785760723958,0.0,0.01393558889998341
128.6553825335851,0.0,0.01393558889998341
128.12152678564593,0.0,0.01393558889998341
127.58655574198622,0.0,0.01393558889998341
127.05072918727282,0.0,0.01393558889998341
126.51430111369078,0.0,0.01393558889998341
125.97751954463558,0.0,0.01393558889998341
125.44062637992997,0.0,0.01393558889998341
124.90385726179147,0.0,0.01393558889998341
124.36744146075934,0.0,0.01393558889998341
123.8316017807761,0.0,0.01393558889998341
123.29655448260837,0.0,0.01393558889998341
122.76250922478556,0.0,0.01393558889998341
122.22966902123042,0.0,0.01393558889998341
121.69823021475625,0.0,0.01393558889998341
121.16838246560663,0.0,0.01393558889998341
120.64030875421936,0.0,0.01393558889998341
120.11418539740326,0.0,0.01393558889998341
119.59018207712619,0.0,0.01393558889998341
119.06846188112458,0.0,0.01393558889998341
118.54918135455806,0.0,0.01393558889998341
118.03249056194879,0.0,0.01393558889998341
117.51853315866099,0.0,0.01393558889998341
117.00744647119572,0.0,0.01393558889998341
116.49936158559457,0.0,0.01393558889998341
115.99440344326668,0.0,0.01393558889998341
115.49269094357574,0.0,0.01393558889998341
114.99433705254494,0.0,0.01393558889998341
114.49944891706156,0.0,0.01393558889998341
114.00812798398599,0.0,0.01393558889998341
113.5204701235939,0.0,0.01393558889998341
113.03656575680444,0.0,0.01393558889998341
112.5564999856718,0.0,0.01393558889998341
112.08035272664142,0.0,0.01393558889998341
111.6081988460967,0.0,0.01393558889998341
111.14010829774634,0.0,0.01393558889998341
110.6761462614264,0.0,0.01393558889998341
110.21637328291457,0.0,0.01393558889998341
109.76084541437788,0.0,0.01393558889998341
109.30961435509771,0.0,0.01393558889998341
108.86272759213922,0.0,0.01393558889998341
108.42022854065276,0.0,0.01393558889998341
107.98215668351813,0.0,0.01393558889998341
107.54854771006194,0.0,0.01393558889998341
107.11943365359926,0.0,0.01393558889998341
106.69484302757016,0.0,0.01393558889998341
106.27480096006057,0.0,0.01393558889998341
105.85932932651511,0.0,0.01393558889998341
105.44844688046722,0.0,0.01393558889998341
105.04216938212836,0.0,0.01393558889998341
104.64050972469461,0.0,0.01393558889998341
104.24347805824388,0.0,0.01393558889998341
103.85108191111185,0.0,0.01393558889998341
103.46332630864865,0.0,0.01393558889998341
103.08021388927149,0.0,0.01393558889998341
102.70174501774078,0.0,0.01393558889998341
102.32791789559955,0.0,0.01393558889998341
101.95872866872662,0.0,0.01393558889998341
101.5941715319647,0.0,0.01393558889998341
101.2342388307945,0.0,0.01393558889998341
100.87892116003488,0.0,0.01393558889998341
100.52820745955809,0.0,0.01393558889998341
100.18208510701652,0.0,0.01393558889998341
99.84054000758542,0.0,0.01393558889998341
99.50355668073247,0.0,0.01393558889998341
99.17111834403177,0.0,0.01393558889998341
98.84320699404523,0.0,0.01393558889998341
98.51980348430016,0.0,0.01393558889998341
98.20088760039616,0.0,0.01393558889998341
97.88643813227938,0.0,0.01393558889998341
97.5764329437258,0.0,0.01393558889998341
97.27084903907894,0.0,0.01393558889998341
96.96966262729032,0.0,0.01393558889998341
96.67284918331448,0.0,0.01393558889998341
96.38038350691205,0.0,0.01393558889998341
96.09223977891682,0.0,0.01393558889998341
95.8083916150251,0.0,0.01393558889998341
95.52881211716607,0.0,0.01393558889998341
95.25347392251444,0.0,0.01393558889998341
94.98234925020671,0.0,0.01393558889998341
94.71540994582364,0.0,0.01393558889998341
94.45262752370208,0.0,0.01393558889998341
94.19397320713942,0.0,0.01393558889998341
93.9394179665545,0.0,0.01393558889998341
93.6889325556683,0.0,0.01393558889998341
93.44248754576817,0.0,0.01393558889998341
93.20005335811867,0.0,0.01393558889998341
92.96160029458153,0.0,0.01393558889998341
92.72709856650725,0.0,0.01393558889998341
92.49651832195957,0.0,0.01393558889998341
92.26982967133357,0.0,0.01393558889998341
92.04700271142727,0.0,0.01393558889998341
91.82800754802581,0.0,0.01393558889998341
91.61281431705555,0.0,0.01393558889998341
91.40139320436563,0.0,0.01393558889998341
91.19371446419207,0.0,0.01393558889998341
90.98974843635918,0.0,0.01393558889998341
90.78946556227137,0.0,0.01393558889998341
90.59283639974754,0.0,0.01393558889998341
90.39983163674849,0.0,0.01393558889998341
90.21042210404707,0.0,0.01393558889998341
90.02457878688888,0.0,0.01393558889998341
89.84227283569014,0.0,0.01393558889998341
89.66347557581862,0.0,0.01393558889998341
89.48815851650116,0.0,0.01393558889998341
89.31629335890044,0.0,0.01393558889998341
89.14785200340276,0.0,0.01393558889998341
88.98280655615642,0.0,0.01393558889998341
88.82112933489947,0.0,0.01393558889998341
88.66279287411419,0.0,0.01393558889998341
